number_of_elements RadixSeq RadixSIMDOneReg RadixSIMD RadixSIMDBramSmall RadixSIMDNoCmp MoellerSeq MoellerCompress IPPRadix STLSort BramasSort BlacherSort
1 111.850828 nan 111.481988 111.732508 111.212787 111.312512 111.613855 nan 112.934100 141.031042 nan
2 56.154954 nan 56.726189 69.006827 55.641677 56.899529 57.625942 nan 57.937144 70.756212 nan
4 29.593261 nan 29.507752 34.541291 27.913519 30.339468 30.680427 nan 29.594088 35.364747 nan
8 16.099549 nan 16.446486 17.250405 13.940788 17.486159 17.644909 nan 15.936208 17.596333 nan
16 10.497769 nan 10.824503 8.687840 6.978245 11.773855 11.794351 nan 9.214152 8.847807 nan
32 10.272979 nan 7.444694 5.290045 4.075187 10.524173 7.631082 nan 5.089086 5.548462 nan
64 15.989843 nan 5.243221 3.539353 2.847054 14.108836 6.064146 nan 3.583004 3.885323 nan
128 3.265729 nan 4.443771 3.011671 1.772498 3.081122 5.511353 nan 3.037763 3.026237 nan
256 2.975240 nan 4.052791 3.030970 1.777933 2.952286 5.321804 nan 2.708385 3.074801 nan
512 2.847574 nan 4.272508 2.987188 1.687415 3.004491 5.582658 nan 2.668695 3.975538 nan
1024 2.870154 nan 4.176445 3.062347 1.801005 3.320689 6.170046 nan 2.655508 4.582290 nan
2048 2.871913 nan 4.290385 3.134340 1.904108 3.059826 6.058475 nan 2.631103 4.902750 nan
4096 3.185625 nan 4.564735 3.212086 2.057770 3.084765 6.356167 nan 2.717934 6.400093 nan
8192 3.264388 nan 4.761028 3.381044 2.208447 3.295479 8.966694 nan 2.776209 6.760363 nan
16384 3.420061 nan 5.230672 3.441000 2.277027 3.364546 10.130659 nan 2.894421 7.743668 nan
32768 3.604816 nan 5.862695 3.649705 2.592785 3.724405 10.903813 nan 3.083205 9.455682 nan
65536 3.833021 nan 6.295783 4.183830 2.858593 3.963279 11.066206 nan 3.135864 10.005053 nan
131072 4.088638 nan 6.877226 4.062624 3.177373 4.066321 11.466966 nan 3.361835 11.317602 nan
262144 4.248190 nan 7.554532 4.447154 3.642686 4.388436 11.894708 nan 3.546936 14.831282 nan
524288 4.479804 nan 7.660865 4.592549 3.908402 4.515435 12.364881 nan 3.672218 17.656205 nan
1048576 4.656998 nan 7.982039 5.006211 4.354334 4.614423 12.358150 nan 3.828743 20.365887 nan
2097152 4.943097 nan 8.295335 5.407668 4.642838 4.960725 12.972868 nan 3.966538 24.692654 nan
4194304 5.178401 nan 8.984965 5.931262 5.190287 5.166892 13.506845 nan 4.419163 25.423186 nan
