number_of_elements RadixSeq RadixSIMDOneReg RadixSIMD RadixSIMDBramSmall RadixSIMDNoCmp MoellerSeq MoellerCompress IPPRadix STLSort BramasSort BlacherSort
1 114.109804 nan 112.762883 111.804375 111.244105 113.038151 112.279909 nan 115.610609 140.809243 nan
2 56.353802 nan 56.654783 69.090276 55.909003 55.851726 56.013501 nan 57.276964 70.547881 nan
4 28.588737 nan 28.547482 34.561810 27.872577 28.426779 28.428840 nan 29.226220 35.312335 nan
8 14.779778 nan 14.625163 17.214044 13.914870 14.531623 14.503962 nan 15.183185 17.648421 nan
16 8.029808 nan 7.625879 8.675213 6.974523 7.607744 7.549521 nan 8.217879 8.807542 nan
32 4.305288 nan 10.871778 5.270006 10.494230 4.165298 13.839286 nan 5.032687 5.387453 nan
64 2.388822 nan 6.575034 3.534285 9.186853 2.299174 6.984151 nan 3.601667 3.779845 nan
128 9.780818 nan 5.043576 3.029421 4.986941 10.234897 5.419945 nan 3.139513 3.067861 nan
256 8.439136 nan 4.452796 3.023353 4.504399 8.426951 5.031193 nan 2.870219 3.009181 nan
512 7.407692 nan 4.013535 3.989276 3.970794 7.499034 4.704545 nan 2.878119 29.233203 nan
1024 6.948415 nan 3.846111 3.806122 3.842686 7.034683 4.523749 nan 3.087213 64.857952 nan
2048 6.675778 nan 3.761611 3.758032 3.765181 6.691486 4.298757 nan 3.336973 135.491260 nan
4096 6.548307 nan 4.206181 4.223819 4.224365 6.552158 4.288084 nan 3.564513 289.236019 nan
8192 6.495721 nan 3.978311 4.084180 3.979321 6.906326 4.589551 nan 3.956944 548.983751 nan
16384 6.485255 nan 3.669271 3.724472 3.673733 6.880761 4.460213 nan 4.197130 1066.453110 nan
32768 6.471558 nan 3.825400 3.947780 3.825036 6.867599 4.454834 nan 4.648519 2109.476238 nan
65536 6.449437 nan 3.994425 4.017074 3.973318 6.830114 4.433258 nan 4.972161 4271.484221 nan
131072 6.442580 nan 7.722448 7.435243 6.881171 6.853341 5.785903 nan 5.276706 10979.902824 nan
262144 6.469744 nan 14.879596 14.459941 14.778616 6.835660 7.606288 nan 5.629827 41066.102400 nan
524288 6.557090 nan 11.595974 10.007675 11.506020 6.832338 7.845818 nan 6.124949 0 nan
1048576 6.585921 nan 13.587021 13.497639 15.926061 6.913996 7.225171 nan 6.442268 0 nan
2097152 6.797891 nan 12.275116 12.176573 10.880453 8.482254 8.940528 nan 6.592152 0 nan
4194304 7.032809 nan 8.242571 8.009933 12.483553 11.101710 10.138529 nan 7.014756 0 nan
