number_of_elements RadixSeq RadixSIMDOneReg RadixSIMD RadixSIMDBramSmall RadixSIMDNoCmp MoellerSeq MoellerCompress IPPRadix STLSort BramasSort BlacherSort
1 112.343991 nan 112.721406 112.609213 112.328740 113.566785 111.738565 nan 113.765128 140.982887 nan
2 56.682733 nan 56.713654 69.062189 55.628796 56.905740 56.385358 nan 57.140369 71.015199 nan
4 28.692695 nan 28.587351 34.598443 28.076491 28.814211 28.514601 nan 29.538051 35.891543 nan
8 14.764548 nan 14.647964 17.213501 13.978191 14.486339 14.494422 nan 15.116250 17.639191 nan
16 7.982323 nan 7.624048 8.661127 7.007684 7.697979 7.536185 nan 8.292186 8.781572 nan
32 4.254577 nan 5.046830 5.189750 4.008726 4.178032 5.156417 nan 5.127855 5.287314 nan
64 2.390138 nan 3.217233 3.438472 2.855630 2.327490 3.292046 nan 3.521618 3.631904 nan
128 2.021929 nan 2.440651 2.947778 1.927796 2.044510 3.351995 nan 3.152601 3.015730 nan
256 1.857161 nan 2.476220 2.978953 1.695148 2.014139 3.721441 nan 3.087729 2.997766 nan
512 1.944030 nan 2.563295 2.878636 1.613356 2.350168 3.803330 nan 3.201153 2.850669 nan
1024 2.040089 nan 2.614952 2.895541 1.843896 2.468257 4.280103 nan 3.341029 3.040976 nan
2048 2.263242 nan 2.735808 3.058927 1.896833 2.553883 4.737186 nan 3.420649 4.906972 nan
4096 2.434233 nan 2.867789 3.219725 2.022781 2.781316 4.713994 nan 3.569584 7.618080 nan
8192 2.674116 nan 3.004163 3.279428 2.181692 2.928300 6.786149 nan 3.764348 12.513621 nan
16384 2.872528 nan 3.693939 3.373110 2.255241 3.109914 8.025415 nan 3.914962 23.112649 nan
32768 3.071959 nan 4.924816 3.571294 2.498125 3.520702 9.619200 nan 4.095357 43.509484 nan
65536 3.311591 nan 4.899380 3.791097 2.925053 3.549981 9.329051 nan 4.365671 85.064224 nan
131072 3.499650 nan 5.449054 4.196213 3.228724 3.770674 9.865799 nan 4.496246 166.172809 nan
262144 3.742480 nan 6.083199 4.658678 3.693511 3.989464 10.260579 nan 4.740700 350.538437 nan
524288 3.970141 nan 6.227859 4.770759 3.811953 4.154717 10.747147 nan 4.950625 0 nan
1048576 4.182315 nan 6.568567 5.072141 4.436369 4.399507 11.062976 nan 5.093662 0 nan
2097152 4.395485 nan 7.094416 5.493159 4.740577 4.619664 11.407801 nan 5.871481 0 nan
4194304 4.637817 nan 7.342184 5.817169 5.244723 5.036787 11.829041 nan 5.978280 0 nan
